Ilha_Ano,Local,Ano,Data,t,t_period,Attila_spadiceus,Chrysuronia_versicolor,Dendrocolaptes_certhia,Lipaugus_vociferans,Myrmotherula_axillaris,Pseudopipra_pipra,Monasa_atra,Dendrocincla_fuliginosa,Phaethornis_superciliosus,Schiffornis_turdina,Thalurania_furcata,Formicarius_colma,Sporophila_angolensis,Xiphorhynchus_obsoletus,Celeus_elegans,Xiphorhynchus_pardalotus,Momotus_momota,Ceratopipra_erythrocephala,Maschalethraupis_surinamus,Florisuga_mellivora,Galbula_albirostris,Glyphorynchus_spirurus,Hypocnemis_cantator,Percnostola_rufifrons,Turdus_albicollis,Willisornis_poecilinotus,Isleria_guttata,Phaethornis_ruber,Automolus_infuscatus,Campephilus_rubricollis,Epinecrophylla_gutturalis,Gymnopithys_rufigula,Hylophylax_naevius,Mionectes_macconnelli,Myiobius_barbatus,Myrmoderus_ferrugineus,Pithys_albifrons,Thamnomanes_caesius,Thamnophilus_murinus,Campylopterus_largipennis,Corapipo_gutturalis,Cyanoloxia_rothschildii,Formicarius_analis,Frederickena_viridis,Lepidothrix_serena,Manacus_manacus,Mionectes_oleagineus,Myrmothera_campanisona,Phaethornis_bourcieri,Philydor_pyrrhodes,Tolmomyias_poliocephalus,Tunchiornis_ochraceiceps,Xenops_minutus,Corythopis_torquatus,Deconychura_longicauda,Leptotila_rufaxilla,Malacoptila_fusca,Myrmotherula_menetriesii,Platyrinchus_coronatus,Platyrinchus_saturatus,Sclerurus_rufigularis,Thamnomanes_ardesiacus,Arremon_taciturnus,Henicorhina_leucosticta,Laniocera_hypopyrra,Myrmotherula_longipennis,Ramphastos_vitellinus,Rhynchocyclus_olivaceus,Dendrocincla_merula,Geotrygon_montana,Pachyramphus_marginatus,Certhiasomus_stictolaemus,Rhytipterna_simplex,Cercomacroides_tyrannina,Chloroceryle_aenea,Philydor_erythrocercum,Ramphocaenus_melanurus,Micrastur_gilvicollis,Micrastur_ruficollis,Sclerurus_caudacutus,Synallaxis_rutilans,Ramphotrigon_ruficauda,Leptotila_verreauxi,Myiarchus_ferox,Coereba_flaveola,Terenotriccus_erythrurus,Glaucidium_hardyi,Thraupis_episcopus,Hemitriccus_zosterops,Tamatia_tamatia,Chrysolampis_mosquitus,Hylexetastes_perrotii,Troglodytes_musculus,Selenidera_piperivora,Ramphocelus_carbo,Vireo_olivaceus,Catharus_minimus,Chloroceryle_inda,Onychorhynchus_coronatus,Leucopternis_melanops,Cacicus_cela,Dacnis_cayana,Tyranneutes_virescens,Chloroceryle_americana,Glaucis_hirsutus,Pteroglossus_viridis,Bucco_capensis,Lophotriccus_galeatus,Perissocephalus_tricolor,Pheugopedius_coraya,Saltator_grossus,Trogon_rufus,Microrhopias_quixensis,Myiornis_ecaudatus
Martelo_2023,Martelo,2023,26/10/2023,36.07,36,1,0,2,0,4,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martelo_2024,Martelo,2024,29/08/2024,36.91,37,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mascote_2023,Mascote,2023,23/11/2023,36.14,36,0,0,0,0,2,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mascote_2024,Mascote,2024,14/09/2024,36.95,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moita_2023,Moita,2023,19/11/2023,36.13,36,0,0,1,0,1,12,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moita_2024,Moita,2024,25/09/2024,36.98,37,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neto_2023,Neto,2023,03/09/2023,35.92,36,0,0,0,0,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Neto_2024,Neto,2024,17/06/2024,36.71,37,0,0,2,1,1,9,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Palhal_2023,Palhal,2023,29/08/2023,35.91,36,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Palhal_2024,Palhal,2024,27/06/2024,36.74,37,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panema_2023,Panema,2023,29/07/2023,35.82,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Panema_2024,Panema,2024,29/10/2024,37.08,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pe_Torto_2023,Pe_Torto,2023,02/09/2023,35.92,36,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pe_Torto_2024,Pe_Torto,2024,16/06/2024,36.71,37,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Piquia_2023,Piquia,2023,05/07/2023,35.76,36,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,5,1,2,2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Piquia_2024,Piquia,2024,19/11/2024,37.13,37,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pontal_2023,Pontal,2023,10/08/2023,35.86,36,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pontal_2024,Pontal,2024,01/11/2024,37.08,37,0,1,1,0,2,5,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Porto_Seguro_2023,Porto_Seguro,2023,24/08/2023,35.9,36,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Porto_Seguro_2024,Porto_Seguro,2024,22/06/2024,36.72,37,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,3,0,0,0,0,0,2,1,5,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relogio_2023,Relogio,2023,31/10/2023,36.08,36,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relogio_2024,Relogio,2024,23/08/2024,36.89,37,0,0,0,0,4,5,1,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapupara_2023,Sapupara,2023,01/11/2023,36.08,36,1,0,1,1,0,5,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sapupara_2024,Sapupara,2024,24/08/2024,36.9,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torem_2023,Torem,2023,24/07/2023,35.81,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torem_2024,Torem,2024,19/10/2024,37.05,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristeza_2023,Tristeza,2023,04/12/2023,36.17,36,0,0,0,0,6,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,5,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tristeza_2024,Tristeza,2024,19/08/2024,36.88,37,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Tucumari_2023,Tucumari,2023,01/10/2023,36,36,0,0,3,0,3,5,0,0,2,0,0,2,0,0,0,1,2,0,0,0,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucumari_2024,Tucumari,2024,12/10/2024,37.03,37,0,0,1,0,2,3,0,1,7,0,1,0,0,0,1,2,0,0,1,0,0,4,1,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Xibe_2023,Xibe,2023,26/06/2023,35.73,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Xibe_2024,Xibe,2024,29/09/2024,36.99,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
